S. No,Order Date,Order Number,Email ID,Payment Status,SKU Code,Product Name,Product Type,Product Category,Qty,List Price,Order Value,Discount Value,Subtotal,Tax Value,Shipping Charge,Grand Total,Currency,SAP ID,Cert ID,Company / Partner Name,Partner Type,Billing Address,Billing City,Billing State Name,Billing State,Billing Country Name,Billing Country,Billing Zip Code,Shipping Address,Shipping City,Shipping State Name,Shipping State,Shipping Country Name,Shipping Country,Shipping Zip Code,Sales Rep Name,Sales Rep Emp Code,Payment Terms,Payment Reference,Payment Method,Next Payment Due At,Entity Name,Sales Org Code,Entity,Division Name,Division Code,Profit Center,Comments,Fulfillment Status,Fulfilled At,Discount Code
76,2026-07-02T07:29:30Z,#1552,sameer.singh@eccouncil.org,PAID,CTIA-V02-DRM,Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware,DRM,CTIA,1,180.0,180.0,0,827.99,55.89,0.0,883.88,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1552.1,manual,2026-07-09,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"----------------------------------
RESTOCKING ENGINE

Processed: 02 Jul 2026, 07:33:08 AM UTC

Return ID: 12946604097

Returned Items:

1. Associate CCISOv3 Volume 1 eBook (Information Systems Governance)
   Qty   : 1
   Value : $49.99

Restocking Fee       : $5.0
Tax Amount           : $0.34
Final Deduction      : $5.34
Cumulative Deduction : $88.4

----------------------------------

----------------------------------
RESTOCKING ENGINE

Processed: 02 Jul 2026, 07:31:19 AM UTC

Return ID: 12946571329

Returned Items:

1. Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware
   Qty   : 1
   Value : $180.0

2. Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
   Qty   : 2
   Value : $598.0

Restocking Fee       : $77.8
Tax Amount           : $5.26
Final Deduction      : $83.06
Cumulative Deduction : $83.06

----------------------------------

",SUCCESS,2026-07-02T07:30:09Z,
77,2026-07-02T07:29:30Z,#1552,sameer.singh@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,0,827.99,55.89,0.0,883.88,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1552.1,manual,2026-07-09,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"----------------------------------
RESTOCKING ENGINE

Processed: 02 Jul 2026, 07:33:08 AM UTC

Return ID: 12946604097

Returned Items:

1. Associate CCISOv3 Volume 1 eBook (Information Systems Governance)
   Qty   : 1
   Value : $49.99

Restocking Fee       : $5.0
Tax Amount           : $0.34
Final Deduction      : $5.34
Cumulative Deduction : $88.4

----------------------------------

----------------------------------
RESTOCKING ENGINE

Processed: 02 Jul 2026, 07:31:19 AM UTC

Return ID: 12946571329

Returned Items:

1. Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware
   Qty   : 1
   Value : $180.0

2. Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
   Qty   : 2
   Value : $598.0

Restocking Fee       : $77.8
Tax Amount           : $5.26
Final Deduction      : $83.06
Cumulative Deduction : $83.06

----------------------------------

",SUCCESS,2026-07-02T07:30:09Z,
78,2026-07-02T07:11:21Z,#1551,sameer.singh@eccouncil.org,PAID,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,3,199.0,597.0,0,597.0,40.3,0.0,637.3,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1551.1,manual,2026-07-09,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"

----------------------------------
RESTOCKING ENGINE

Processed: datetime.utcnow().strftime(""%d %b %Y, %H:%M:%S UTC"")

Return: gid://shopify/Return/12946341953

Returned Items:

• Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab
  Qty: 1
  Value: $199.0


Restocking Fee: 19.9
Tax Amount: 1.35
Final Deduction Amount: 21.25
Cumulative Total Amount: 21.25
----------------------------------


----------------------------------
RESTOCKING ENGINE

Processed: 02 Jul 2026, 07:14:43 UTC

Return: gid://shopify/Return/12946407489

Returned Items:

 Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab
  Qty: 2
  Value: $398.0


Restocking Fee: 39.8
Tax Amount: 2.69
Final Deduction Amount: 42.49
Cumulative Total Amount: 63.74
----------------------------------
",SUCCESS,2026-07-02T07:11:44Z,
79,2026-07-01T08:29:53Z,#1550,sameer.singh@eccouncil.org,PAID,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,3,199.0,597.0,0,597.0,40.3,0.0,637.3,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1550.1,manual,2026-07-08,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"


----------------------------------
RESTOCKING ENGINE

Processed: 2026-07-01T08:33:06.621399

Return: gid://shopify/Return/12933791809

Returned Items:

• Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab
  Qty: 1
  Value: $199.0


Restocking Fee: 19.9
Tax: 1.35

Final Deduction: 21.25

Cumulative Total: 21.25
----------------------------------



----------------------------------
RESTOCKING ENGINE

Processed: 2026-07-01T08:38:56.882103

Return: gid://shopify/Return/12933824577

Returned Items:

• Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab
  Qty: 1
  Value: $199.0


Restocking Fee: 19.9
Tax: 1.35

Final Deduction: 21.25

Cumulative Total: 42.5
----------------------------------



----------------------------------
RESTOCKING ENGINE

Processed: 
2026-07-02T07:01:39.113948

Return: gid://shopify/Return/12946210881

Returned Items:

• Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab
  Qty: 1
  Value: $199.0


Restocking Fee: 19.9
Tax Amount: 1.35
Final Deduction Amount: 21.25
Cumulative Total Amount: 63.75
----------------------------------
",SUCCESS,2026-07-01T08:32:13Z,
80,2026-06-29T11:47:44Z,#1549,eccouncilwork@gmail.com,PENDING,AIE-V01-iLEARN,Artificial Intelligence Essentials (AIE) Version 1 iLearn Kit,,,1,432.86,432.86,0,432.86,51.94,0.0,484.8,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,Academia,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,,,Net 45,,,2026-08-13,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,,,
81,2026-06-29T10:13:05Z,#1548,eccouncilwork@gmail.com,PENDING,AIE-V01-iLEARN,Artificial Intelligence Essentials (AIE) Version 1 iLearn Kit,,,1,432.79,432.79,0,432.79,51.93,0.0,484.72,CAD,436290815743,T2Q6L9M5APRX,Moxiiii QA Tax Exe,Academia,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,800 Robson St,Vancouver,British Columbia,BC,Canada,CA,V6Z 3B7,,,Net 45,,,2026-08-13,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,,,
82,2026-06-24T15:29:20Z,#1547,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,CSE-V01-CLAB-ECL,CSE v1 CyberQv2 Labs,CQ iLabs,CSE,1,34.99,34.99,0,529.97,35.77,0.0,565.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1547.3,manual,2026-07-01,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"


--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:33:52.339576

Return:
gid://shopify/Return/12841844801

Returned Items:

• CSE v1 CyberQv2 Labs
  Qty: 1
  Value: $34.99


Restocking Fee:
3.5

Tax:
0.24

Final Deduction:
3.74

Cumulative Total:
3.74
--------------------------------------------------



--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:37:00.602521

Return:
gid://shopify/Return/12841877569

Returned Items:

• Certified Secure Computer User (CSCU) Version 3 Labs
  Qty: 2
  Value: $39.98


Restocking Fee:
4.0

Tax:
0.27

Final Deduction:
4.27

Cumulative Total:
8.01
--------------------------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:22:12.368147

Return:
gid://shopify/Return/12933726273

Returned Items:

• Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware
  Qty: 1
  Value: $180.0


Restocking Fee:
18.0
Tax:
1.22

Final Deduction:
19.22

Cumulative Total:
27.23
----------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:25:24.755401

Return:
gid://shopify/Return/12933627969

Returned Items:

• Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware
  Qty: 1
  Value: $275.0


Restocking Fee:
27.5
Tax:
1.86

Final Deduction:
29.36

Cumulative Total:
56.59
----------------------------------
",SUCCESS,2026-06-24T15:30:20Z,
83,2026-06-24T15:29:20Z,#1547,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,CSCU-V03-iLAB-STDALONE,Certified Secure Computer User (CSCU) Version 3 Labs,iLabs,CSCU,2,19.99,39.98,0,529.97,35.77,0.0,565.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1547.3,manual,2026-07-01,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"


--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:33:52.339576

Return:
gid://shopify/Return/12841844801

Returned Items:

• CSE v1 CyberQv2 Labs
  Qty: 1
  Value: $34.99


Restocking Fee:
3.5

Tax:
0.24

Final Deduction:
3.74

Cumulative Total:
3.74
--------------------------------------------------



--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:37:00.602521

Return:
gid://shopify/Return/12841877569

Returned Items:

• Certified Secure Computer User (CSCU) Version 3 Labs
  Qty: 2
  Value: $39.98


Restocking Fee:
4.0

Tax:
0.27

Final Deduction:
4.27

Cumulative Total:
8.01
--------------------------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:22:12.368147

Return:
gid://shopify/Return/12933726273

Returned Items:

• Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware
  Qty: 1
  Value: $180.0


Restocking Fee:
18.0
Tax:
1.22

Final Deduction:
19.22

Cumulative Total:
27.23
----------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:25:24.755401

Return:
gid://shopify/Return/12933627969

Returned Items:

• Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware
  Qty: 1
  Value: $275.0


Restocking Fee:
27.5
Tax:
1.86

Final Deduction:
29.36

Cumulative Total:
56.59
----------------------------------
",SUCCESS,2026-06-24T15:30:20Z,
84,2026-06-24T15:29:20Z,#1547,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,CHFI-V11-DRM,Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware,DRM,CHFI,1,275.0,275.0,0,529.97,35.77,0.0,565.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1547.3,manual,2026-07-01,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"


--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:33:52.339576

Return:
gid://shopify/Return/12841844801

Returned Items:

• CSE v1 CyberQv2 Labs
  Qty: 1
  Value: $34.99


Restocking Fee:
3.5

Tax:
0.24

Final Deduction:
3.74

Cumulative Total:
3.74
--------------------------------------------------



--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:37:00.602521

Return:
gid://shopify/Return/12841877569

Returned Items:

• Certified Secure Computer User (CSCU) Version 3 Labs
  Qty: 2
  Value: $39.98


Restocking Fee:
4.0

Tax:
0.27

Final Deduction:
4.27

Cumulative Total:
8.01
--------------------------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:22:12.368147

Return:
gid://shopify/Return/12933726273

Returned Items:

• Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware
  Qty: 1
  Value: $180.0


Restocking Fee:
18.0
Tax:
1.22

Final Deduction:
19.22

Cumulative Total:
27.23
----------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:25:24.755401

Return:
gid://shopify/Return/12933627969

Returned Items:

• Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware
  Qty: 1
  Value: $275.0


Restocking Fee:
27.5
Tax:
1.86

Final Deduction:
29.36

Cumulative Total:
56.59
----------------------------------
",SUCCESS,2026-06-24T15:30:20Z,
85,2026-06-24T15:29:20Z,#1547,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,CTIA-V02-DRM,Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware,DRM,CTIA,1,180.0,180.0,0,529.97,35.77,0.0,565.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1547.3,manual,2026-07-01,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,"


--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:33:52.339576

Return:
gid://shopify/Return/12841844801

Returned Items:

• CSE v1 CyberQv2 Labs
  Qty: 1
  Value: $34.99


Restocking Fee:
3.5

Tax:
0.24

Final Deduction:
3.74

Cumulative Total:
3.74
--------------------------------------------------



--------------------------------------------------
RESTOCKING ENGINE

Processed:
2026-06-24T15:37:00.602521

Return:
gid://shopify/Return/12841877569

Returned Items:

• Certified Secure Computer User (CSCU) Version 3 Labs
  Qty: 2
  Value: $39.98


Restocking Fee:
4.0

Tax:
0.27

Final Deduction:
4.27

Cumulative Total:
8.01
--------------------------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:22:12.368147

Return:
gid://shopify/Return/12933726273

Returned Items:

• Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware
  Qty: 1
  Value: $180.0


Restocking Fee:
18.0
Tax:
1.22

Final Deduction:
19.22

Cumulative Total:
27.23
----------------------------------



----------------------------------
RESTOCKING ENGINE

Processed:
2026-07-01T08:25:24.755401

Return:
gid://shopify/Return/12933627969

Returned Items:

• Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware
  Qty: 1
  Value: $275.0


Restocking Fee:
27.5
Tax:
1.86

Final Deduction:
29.36

Cumulative Total:
56.59
----------------------------------
",SUCCESS,2026-06-24T15:30:20Z,
86,2026-06-24T13:16:08Z,#1546,suraj.mistri@eccouncil.org,PARTIALLY_REFUNDED,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,4,434.29,1737.16,173.71,1563.45,187.61,0.0,1751.06,CAD,784592316048,SAP7A92KX4M1,Sample Company,Academia,5693 Old Jacksonboro Road,Ravenel,South Carolina,SC,United States,US,29470,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,"test Sales rep name 
",USDTAI,,z5TwL9rEWXupO1L0r6XSBNsvR,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,"========================
RESTOCKING ENGINE

Processed: 14 Jul 2026, 07:35:22 AM UTC

Return ID: 13129842753

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 434.29

Restocking Fee       : CAD 43.43
Tax Amount           : CAD 5.21
Final Deduction      : CAD 48.64
Cumulative Deduction : CAD 147.28

========================

========================
RESTOCKING ENGINE

Processed: 14 Jul 2026, 07:30:19 AM UTC

Return ID: 13129744449

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 434.29

Restocking Fee       : CAD 43.43
Tax Amount           : CAD 5.21
Final Deduction      : CAD 48.64
Cumulative Deduction : CAD 98.64

========================

",SUCCESS,2026-06-30T07:30:21Z,10% Discount
87,2026-06-24T12:56:43Z,#1545,suraj.mistri@eccouncil.org,PAID,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,3,143.65,430.95,0,430.95,51.71,0.0,482.66,CAD,784592316048,SAP7A92KX4M1,Sample Company,Academia,5693 Old Jacksonboro Road,Ravenel,South Carolina,SC,United States,US,29470,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,"test Sales rep name 
",USDTAI,,rirwm3sPpv6JuPn2xEJbqhaH7,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,,,
88,2026-06-24T12:20:06Z,#1544,suraj.mistri@eccouncil.org,PARTIALLY_REFUNDED,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,EC-Council Academia Continuing Education Bundle: CSCU Version 3,DRM W/PU EV + iLabs + iVideo,CSCU,4,143.65,574.6,0,574.6,68.95,0.0,672.28,CAD,784592316048,SAP7A92KX4M1,Sample Company,,5693 Old Jacksonboro Road,Ravenel,South Carolina,SC,United States,US,29470,4741 Adelaide St,Abbotsford,British Columbia,BC,Canada,CA,V2T 3L7,,USDTAI,,z4OoGGV0BGicaytWSNjnRroSc,shopify_payments,,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 14 Jul 2026, 07:30:55 AM UTC

Return ID: 13129777217

Returned Item (1):

• EC-Council Academia Continuing Education Bundle: CSCU Version 3
  • Qty   : 2
  • Value : CAD 287.30

Restocking Fee       : CAD 28.73
Tax Amount           : CAD 3.45
Final Deduction      : CAD 32.18
Cumulative Deduction : CAD 32.18

========================

",SUCCESS,2026-06-24T12:21:01Z,
89,2026-06-24T12:08:11Z,#1543,suraj.mistri@eccouncil.org,PARTIALLY_REFUNDED,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,2299.0,206.91,0.0,2505.91,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,1812 Orangeburg St,North Charleston,South Carolina,SC,United States,US,29405,"Hello World
",BANN6645,,z8c2UmsFDdpSQz6WPgJyOK0ee,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-24T12:09:06Z,
90,2026-06-24T12:08:11Z,#1543,suraj.mistri@eccouncil.org,PARTIALLY_REFUNDED,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,2,1050.0,2100.0,0,2299.0,206.91,0.0,2505.91,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,1812 Orangeburg St,North Charleston,South Carolina,SC,United States,US,29405,"Hello World
",BANN6645,,z8c2UmsFDdpSQz6WPgJyOK0ee,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-24T12:09:06Z,
91,2026-06-24T12:06:40Z,#1542,suraj.mistri@eccouncil.org,PAID,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,995.0,89.55,0.0,1084.55,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,1812 Orangeburg St,North Charleston,South Carolina,SC,United States,US,29405,"Hello World
",BANN6645,,rVVBASp4vY1eqVqoNo4Jzo4OR,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-24T12:09:05Z,
92,2026-06-24T12:06:40Z,#1542,suraj.mistri@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,3,199.0,597.0,0,995.0,89.55,0.0,1084.55,USD,784592316048,SAP7A92KX4M1,Sample Company,ATC,1237 Tice Lane,North Charleston,South Carolina,SC,United States,US,29405,1812 Orangeburg St,North Charleston,South Carolina,SC,United States,US,29405,"Hello World
",BANN6645,,rVVBASp4vY1eqVqoNo4Jzo4OR,shopify_payments,,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-24T12:09:05Z,
